SiteID,Latitude,Longitude,Year,Julian_Day,Julian_week,AphidCount,Aphid_GGD,Pea_GDD,Vetch_GDD,Vetch_GDD_Clarkston
2020-Site-10,47.278111,-117.326219,2020,189,27,0,,,,
2020-Site-09,46.499803,-117.665517,2020,135,19,0,,,,
2020-Site-09,46.499803,-117.665517,2020,142,20,0,,,,
2020-Site-09,46.499803,-117.665517,2020,149,21,0,,,,
2020-Site-09,46.499803,-117.665517,2020,154,22,0,,,,
2020-Site-09,46.499803,-117.665517,2020,161,23,0,,,,
2020-Site-09,46.499803,-117.665517,2020,175,25,0,,,,
2020-Site-09,46.499803,-117.665517,2020,182,26,0,,,,
2020-Site-09,46.499803,-117.665517,2020,189,27,0,,,,
2020-Site-08,46.819358,-117.204831,2020,135,19,0,,,,
2020-Site-08,46.819358,-117.204831,2020,142,20,0,,,,
2020-Site-08,46.819358,-117.204831,2020,149,21,0,,,,
2020-Site-08,46.819358,-117.204831,2020,154,22,0,,,,
2020-Site-08,46.819358,-117.204831,2020,161,23,0,,,,
2020-Site-08,46.819358,-117.204831,2020,169,24,0,,,,
2020-Site-08,46.819358,-117.204831,2020,175,25,0,,,,
2020-Site-08,46.819358,-117.204831,2020,182,26,0,,,,
2020-Site-08,46.819358,-117.204831,2020,189,27,1,,,,
2020-Site-07,46.599675,-116.555481,2020,135,19,0,,,,
2020-Site-07,46.599675,-116.555481,2020,142,20,0,,,,
2020-Site-07,46.599675,-116.555481,2020,149,21,0,,,,
2020-Site-07,46.599675,-116.555481,2020,154,22,0,,,,
2020-Site-07,46.599675,-116.555481,2020,161,23,0,,,,
2020-Site-07,46.599675,-116.555481,2020,169,24,0,,,,
2020-Site-07,46.599675,-116.555481,2020,175,25,2,,,,
2020-Site-07,46.599675,-116.555481,2020,182,26,0,,,,
2020-Site-07,46.599675,-116.555481,2020,189,27,0,,,,
2020-Site-06,46.525283,-116.806625,2020,135,19,0,,,,
2020-Site-06,46.525283,-116.806625,2020,142,20,0,,,,
2020-Site-06,46.525283,-116.806625,2020,149,21,0,,,,
2020-Site-06,46.525283,-116.806625,2020,154,22,0,,,,
2020-Site-06,46.525283,-116.806625,2020,161,23,0,,,,
2020-Site-06,46.525283,-116.806625,2020,169,24,1,,,,
2020-Site-06,46.525283,-116.806625,2020,175,25,0,,,,
2020-Site-06,46.525283,-116.806625,2020,182,26,0,,,,
2020-Site-06,46.525283,-116.806625,2020,189,27,2,,,,
2020-Site-05,46.368225,-116.861892,2020,135,19,0,,,,
2020-Site-05,46.368225,-116.861892,2020,142,20,0,,,,
2020-Site-05,46.368225,-116.861892,2020,149,21,0,,,,
2020-Site-05,46.368225,-116.861892,2020,154,22,0,,,,
2020-Site-05,46.368225,-116.861892,2020,161,23,0,,,,
2020-Site-05,46.368225,-116.861892,2020,169,24,0,,,,
2020-Site-05,46.368225,-116.861892,2020,175,25,1,,,,
2020-Site-05,46.368225,-116.861892,2020,182,26,2,,,,
2020-Site-05,46.368225,-116.861892,2020,189,27,0,,,,
2020-Site-04,45.722425,-118.628097,2020,135,19,0,,,,
2020-Site-04,45.722425,-118.628097,2020,142,20,0,,,,
2020-Site-04,45.722425,-118.628097,2020,149,21,0,,,,
2020-Site-04,45.722425,-118.628097,2020,154,22,0,,,,
2020-Site-04,45.722425,-118.628097,2020,161,23,0,,,,
2020-Site-04,45.722425,-118.628097,2020,161,23,0,,,,
2020-Site-04,45.722425,-118.628097,2020,169,24,0,,,,
2020-Site-04,45.722425,-118.628097,2020,175,25,0,,,,
2020-Site-04,45.722425,-118.628097,2020,182,26,0,,,,
2020-Site-04,45.722425,-118.628097,2020,189,27,0,,,,
2020-Site-03,46.043164,-118.222486,2020,135,19,0,,,,
2020-Site-03,46.043164,-118.222486,2020,142,20,0,,,,
2020-Site-03,46.043164,-118.222486,2020,149,21,0,,,,
2020-Site-03,46.043164,-118.222486,2020,154,22,0,,,,
2020-Site-03,46.043164,-118.222486,2020,161,23,0,,,,
2020-Site-03,46.043164,-118.222486,2020,169,24,0,,,,
2020-Site-03,46.043164,-118.222486,2020,175,25,0,,,,
2020-Site-03,46.043164,-118.222486,2020,182,26,0,,,,
2020-Site-03,46.043164,-118.222486,2020,189,27,0,,,,
2020-Site-02,47.133531,-118.482033,2020,135,19,0,,,,
2020-Site-02,47.133531,-118.482033,2020,142,20,0,,,,
2020-Site-02,47.133531,-118.482033,2020,149,21,0,,,,
2020-Site-02,47.133531,-118.482033,2020,154,22,0,,,,
2020-Site-02,47.133531,-118.482033,2020,161,23,0,,,,
2020-Site-02,47.133531,-118.482033,2020,169,24,0,,,,
2020-Site-02,47.133531,-118.482033,2020,175,25,0,,,,
2020-Site-02,47.133531,-118.482033,2020,182,26,0,,,,
2020-Site-02,47.133531,-118.482033,2020,189,27,0,,,,
2020-Site-01,47.650578,-118.128194,2020,135,19,0,,,,
2020-Site-01,47.650578,-118.128194,2020,142,20,0,,,,
2020-Site-01,47.650578,-118.128194,2020,149,21,0,,,,
2020-Site-01,47.650578,-118.128194,2020,154,22,0,,,,
2020-Site-01,47.650578,-118.128194,2020,161,23,0,,,,
2020-Site-01,47.650578,-118.128194,2020,169,24,1,,,,
2020-Site-01,47.650578,-118.128194,2020,175,25,1,,,,
2020-Site-01,47.650578,-118.128194,2020,182,26,0,,,,
2020-Site-01,47.650578,-118.128194,2020,189,27,0,,,,
2019-Site-16,46.350335,-117.0487,2019,174,25,1,,,,
2019-Site-15,46.5588,-117.270413,2019,170,24,1,,,,
2019-Site-14,46.759898,-117.198824,2019,171,24,1,,,,
2019-Site-13,47.27322,-117.2742,2019,129,18,0,,,,
2019-Site-13,47.27322,-117.2742,2019,136,19,0,,,,
2019-Site-13,47.27322,-117.2742,2019,143,20,0,,,,
2019-Site-13,47.27322,-117.2742,2019,150,21,1,,,,
2019-Site-13,47.27322,-117.2742,2019,157,22,0,,,,
2019-Site-13,47.27322,-117.2742,2019,164,23,0,,,,
2019-Site-13,47.27322,-117.2742,2019,171,24,0,,,,
2019-Site-13,47.27322,-117.2742,2019,178,25,0,,,,
2019-Site-12,46.64227,-117.185,2019,129,18,0,,,,
2019-Site-12,46.64227,-117.185,2019,136,19,0,,,,
2019-Site-12,46.64227,-117.185,2019,142,20,0,,,,
2019-Site-12,46.64227,-117.185,2019,150,21,0,,,,
2019-Site-12,46.64227,-117.185,2019,157,22,0,,,,
2019-Site-12,46.64227,-117.185,2019,164,23,0,,,,
2019-Site-12,46.64227,-117.185,2019,171,24,0,,,,
2019-Site-12,46.64227,-117.185,2019,178,25,0,,,,
2019-Site-12,46.64227,-117.185,2019,185,26,0,,,,
2019-Site-12,46.64227,-117.185,2019,192,27,2,,,,
2019-Site-11,46.51313,-117.1284,2019,129,18,0,,,,
2019-Site-11,46.51313,-117.1284,2019,136,19,0,,,,
2019-Site-11,46.51313,-117.1284,2019,142,20,1,,,,
2019-Site-11,46.51313,-117.1284,2019,150,21,1,,,,
2019-Site-11,46.51313,-117.1284,2019,157,22,0,,,,
2019-Site-11,46.51313,-117.1284,2019,164,23,0,,,,
2019-Site-11,46.51313,-117.1284,2019,171,24,0,,,,
2019-Site-11,46.51313,-117.1284,2019,178,25,0,,,,
2019-Site-11,46.51313,-117.1284,2019,185,26,0,,,,
2019-Site-11,46.51313,-117.1284,2019,192,27,0,,,,
2019-Site-10,46.48417,-117.1176,2019,129,18,0,,,,
2019-Site-10,46.48417,-117.1176,2019,136,19,0,,,,
2019-Site-10,46.48417,-117.1176,2019,142,20,0,,,,
2019-Site-10,46.48417,-117.1176,2019,150,21,0,,,,
2019-Site-10,46.48417,-117.1176,2019,157,22,0,,,,
2019-Site-10,46.48417,-117.1176,2019,164,23,0,,,,
2019-Site-10,46.48417,-117.1176,2019,171,24,0,,,,
2019-Site-10,46.48417,-117.1176,2019,178,25,0,,,,
2019-Site-10,46.48417,-117.1176,2019,185,26,0,,,,
2019-Site-10,46.48417,-117.1176,2019,192,27,0,,,,
2019-Site-09,46.61018,-116.9651,2019,129,18,0,,,,
2019-Site-09,46.61018,-116.9651,2019,136,19,0,,,,
2019-Site-09,46.61018,-116.9651,2019,142,20,0,,,,
2019-Site-09,46.61018,-116.9651,2019,150,21,0,,,,
2019-Site-09,46.61018,-116.9651,2019,157,22,0,,,,
2019-Site-09,46.61018,-116.9651,2019,164,23,1,,,,
2019-Site-09,46.61018,-116.9651,2019,171,24,0,,,,
2019-Site-09,46.61018,-116.9651,2019,178,25,0,,,,
2019-Site-09,46.61018,-116.9651,2019,185,26,0,,,,
2019-Site-09,46.61018,-116.9651,2019,192,27,0,,,,
2019-Site-08,46.5344,-116.7896,2019,129,18,0,,,,
2019-Site-08,46.5344,-116.7896,2019,135,19,0,,,,
2019-Site-08,46.5344,-116.7896,2019,142,20,4,,,,
2019-Site-08,46.5344,-116.7896,2019,150,21,1,,,,
2019-Site-08,46.5344,-116.7896,2019,157,22,0,,,,
2019-Site-08,46.5344,-116.7896,2019,164,23,0,,,,
2019-Site-08,46.5344,-116.7896,2019,171,24,0,,,,
2019-Site-08,46.5344,-116.7896,2019,178,25,0,,,,
2019-Site-08,46.5344,-116.7896,2019,185,26,0,,,,
2019-Site-08,46.5344,-116.7896,2019,192,27,0,,,,
2019-Site-07,47.65092222,-118.1313111,2019,129,18,0,,,,
2019-Site-07,47.65092222,-118.1313111,2019,136,19,1,,,,
2019-Site-07,47.65092222,-118.1313111,2019,143,20,0,,,,
2019-Site-07,47.65092222,-118.1313111,2019,150,21,0,,,,
2019-Site-07,47.65092222,-118.1313111,2019,157,22,0,,,,
2019-Site-07,47.65092222,-118.1313111,2019,164,23,0,,,,
2019-Site-07,47.65092222,-118.1313111,2019,171,24,0,,,,
2019-Site-07,47.65092222,-118.1313111,2019,178,25,0,,,,
2019-Site-06,47.28942222,-118.0454861,2019,129,18,0,,,,
2019-Site-06,47.28942222,-118.0454861,2019,136,19,3,,,,
2019-Site-06,47.28942222,-118.0454861,2019,143,20,0,,,,
2019-Site-06,47.28942222,-118.0454861,2019,150,21,1,,,,
2019-Site-06,47.28942222,-118.0454861,2019,157,22,1,,,,
2019-Site-06,47.28942222,-118.0454861,2019,164,23,1,,,,
2019-Site-06,47.28942222,-118.0454861,2019,171,24,1,,,,
2019-Site-06,47.28942222,-118.0454861,2019,178,25,0,,,,
2019-Site-05,46.97154167,-118.4742444,2019,129,18,0,,,,
2019-Site-05,46.97154167,-118.4742444,2019,136,19,0,,,,
2019-Site-05,46.97154167,-118.4742444,2019,143,20,0,,,,
2019-Site-05,46.97154167,-118.4742444,2019,150,21,0,,,,
2019-Site-05,46.97154167,-118.4742444,2019,157,22,1,,,,
2019-Site-05,46.97154167,-118.4742444,2019,164,23,1,,,,
2019-Site-05,46.97154167,-118.4742444,2019,171,24,0,,,,
2019-Site-05,46.97154167,-118.4742444,2019,178,25,0,,,,
2019-Site-04,47.08359167,-118.514875,2019,129,18,0,,,,
2019-Site-04,47.08359167,-118.514875,2019,136,19,1,,,,
2019-Site-04,47.08359167,-118.514875,2019,143,20,3,,,,
2019-Site-04,47.08359167,-118.514875,2019,150,21,4,,,,
2019-Site-04,47.08359167,-118.514875,2019,157,22,6,,,,
2019-Site-04,47.08359167,-118.514875,2019,164,23,1,,,,
2019-Site-04,47.08359167,-118.514875,2019,171,24,2,,,,
2019-Site-04,47.08359167,-118.514875,2019,178,25,0,,,,
2019-Site-03,47.00154722,-118.5577083,2019,129,18,0,,,,
2019-Site-03,47.00154722,-118.5577083,2019,136,19,2,,,,
2019-Site-03,47.00154722,-118.5577083,2019,143,20,0,,,,
2019-Site-03,47.00154722,-118.5577083,2019,150,21,2,,,,
2019-Site-03,47.00154722,-118.5577083,2019,157,22,0,,,,
2019-Site-03,47.00154722,-118.5577083,2019,164,23,0,,,,
2019-Site-03,47.00154722,-118.5577083,2019,171,24,0,,,,
2019-Site-03,47.00154722,-118.5577083,2019,178,25,0,,,,
2019-Site-02,47.27488889,-117.2747778,2019,129,18,0,,,,
2019-Site-02,47.27488889,-117.2747778,2019,136,19,0,,,,
2019-Site-02,47.27488889,-117.2747778,2019,143,20,0,,,,
2019-Site-02,47.27488889,-117.2747778,2019,150,21,0,,,,
2019-Site-02,47.27488889,-117.2747778,2019,157,22,0,,,,
2019-Site-02,47.27488889,-117.2747778,2019,164,23,0,,,,
2019-Site-02,47.27488889,-117.2747778,2019,171,24,0,,,,
2019-Site-02,47.27488889,-117.2747778,2019,178,25,0,,,,
2019-Site-01,47.03180556,-117.0219167,2019,129,18,0,,,,
2019-Site-01,47.03180556,-117.0219167,2019,136,19,0,,,,
2019-Site-01,47.03180556,-117.0219167,2019,143,20,0,,,,
2019-Site-01,47.03180556,-117.0219167,2019,150,21,0,,,,
2019-Site-01,47.03180556,-117.0219167,2019,157,22,0,,,,
2019-Site-01,47.03180556,-117.0219167,2019,164,23,0,,,,
2019-Site-01,47.03180556,-117.0219167,2019,171,24,0,,,,
2019-Site-01,47.03180556,-117.0219167,2019,178,25,0,,,,
2018-Site-09,46.54185,-117.1918,2017,285,41,0,,,,
2018-Site-09,46.54185,-117.1918,2017,292,42,0,,,,
2018-Site-09,46.54185,-117.1918,2017,299,43,0,,,,
2018-Site-09,46.54185,-117.1918,2017,306,44,0,,,,
2018-Site-09,46.54185,-117.1918,2017,313,45,0,,,,
2018-Site-09,46.54185,-117.1918,2017,320,46,0,,,,
2018-Site-09,46.54185,-117.1918,2017,327,47,0,,,,
2018-Site-09,46.54185,-117.1918,2017,334,48,0,,,,
2018-Site-09,46.54185,-117.1918,2018,107,15,0,,,,
2018-Site-09,46.54185,-117.1918,2018,114,16,0,,,,
2018-Site-09,46.54185,-117.1918,2018,121,17,0,,,,
2018-Site-09,46.54185,-117.1918,2018,128,18,0,,,,
2018-Site-09,46.54185,-117.1918,2018,135,19,0,,,,
2018-Site-09,46.54185,-117.1918,2018,142,20,0,,,,
2018-Site-09,46.54185,-117.1918,2018,149,21,22,,,,
2018-Site-09,46.54185,-117.1918,2018,156,22,25,,,,
2018-Site-09,46.54185,-117.1918,2018,163,23,2,,,,
2018-Site-09,46.54185,-117.1918,2018,170,24,13,,,,
2018-Site-09,46.54185,-117.1918,2018,177,25,15,,,,
2018-Site-09,46.54185,-117.1918,2018,184,26,4,,,,
2018-Site-09,46.54185,-117.1918,2018,191,27,0,,,,
2018-Site-09,46.54185,-117.1918,2018,198,28,0,,,,
2018-Site-09,46.54185,-117.1918,2018,205,29,0,,,,
2018-Site-09,46.54185,-117.1918,2018,212,30,0,,,,
2018-Site-08,46.5890333,-117.2161167,2017,285,41,0,,,,
2018-Site-08,46.5890333,-117.2161167,2017,292,42,0,,,,
2018-Site-08,46.5890333,-117.2161167,2017,299,43,0,,,,
2018-Site-08,46.5890333,-117.2161167,2017,306,44,0,,,,
2018-Site-08,46.5890333,-117.2161167,2017,313,45,0,,,,
2018-Site-08,46.5890333,-117.2161167,2017,320,46,0,,,,
2018-Site-08,46.5890333,-117.2161167,2017,327,47,0,,,,
2018-Site-08,46.5890333,-117.2161167,2017,334,48,0,,,,
2018-Site-08,46.5890333,-117.2161167,2018,107,15,0,,,,
2018-Site-08,46.5890333,-117.2161167,2018,114,16,0,,,,
2018-Site-08,46.5890333,-117.2161167,2018,121,17,0,,,,
2018-Site-08,46.5890333,-117.2161167,2018,128,18,0,,,,
2018-Site-08,46.5890333,-117.2161167,2018,135,19,0,,,,
2018-Site-08,46.5890333,-117.2161167,2018,142,20,0,,,,
2018-Site-08,46.5890333,-117.2161167,2018,149,21,6,,,,
2018-Site-08,46.5890333,-117.2161167,2018,156,22,23,,,,
2018-Site-08,46.5890333,-117.2161167,2018,163,23,8,,,,
2018-Site-08,46.5890333,-117.2161167,2018,170,24,24,,,,
2018-Site-08,46.5890333,-117.2161167,2018,177,25,53,,,,
2018-Site-08,46.5890333,-117.2161167,2018,184,26,34,,,,
2018-Site-08,46.5890333,-117.2161167,2018,191,27,10,,,,
2018-Site-08,46.5890333,-117.2161167,2018,198,28,16,,,,
2018-Site-08,46.5890333,-117.2161167,2018,205,29,2,,,,
2018-Site-08,46.5890333,-117.2161167,2018,212,30,0,,,,
2018-Site-07,46.6127667,-117.2415167,2017,285,41,0,,,,
2018-Site-07,46.6127667,-117.2415167,2017,292,42,0,,,,
2018-Site-07,46.6127667,-117.2415167,2017,299,43,0,,,,
2018-Site-07,46.6127667,-117.2415167,2017,306,44,0,,,,
2018-Site-07,46.6127667,-117.2415167,2017,313,45,0,,,,
2018-Site-07,46.6127667,-117.2415167,2017,320,46,0,,,,
2018-Site-07,46.6127667,-117.2415167,2017,327,47,0,,,,
2018-Site-07,46.6127667,-117.2415167,2017,334,48,0,,,,
2018-Site-07,46.6127667,-117.2415167,2018,107,15,0,,,,
2018-Site-07,46.6127667,-117.2415167,2018,114,16,0,,,,
2018-Site-07,46.6127667,-117.2415167,2018,121,17,0,,,,
2018-Site-07,46.6127667,-117.2415167,2018,128,18,0,,,,
2018-Site-07,46.6127667,-117.2415167,2018,135,19,0,,,,
2018-Site-07,46.6127667,-117.2415167,2018,142,20,0,,,,
2018-Site-07,46.6127667,-117.2415167,2018,149,21,1,,,,
2018-Site-07,46.6127667,-117.2415167,2018,156,22,2,,,,
2018-Site-07,46.6127667,-117.2415167,2018,163,23,34,,,,
2018-Site-07,46.6127667,-117.2415167,2018,170,24,5,,,,
2018-Site-07,46.6127667,-117.2415167,2018,177,25,16,,,,
2018-Site-07,46.6127667,-117.2415167,2018,184,26,30,,,,
2018-Site-07,46.6127667,-117.2415167,2018,191,27,10,,,,
2018-Site-07,46.6127667,-117.2415167,2018,198,28,3,,,,
2018-Site-07,46.6127667,-117.2415167,2018,205,29,0,,,,
2018-Site-07,46.6127667,-117.2415167,2018,212,30,0,,,,
2018-Site-06,46.6251833,-117.23395,2017,285,41,0,,,,
2018-Site-06,46.6251833,-117.23395,2017,292,42,0,,,,
2018-Site-06,46.6251833,-117.23395,2017,299,43,0,,,,
2018-Site-06,46.6251833,-117.23395,2017,306,44,0,,,,
2018-Site-06,46.6251833,-117.23395,2017,313,45,0,,,,
2018-Site-06,46.6251833,-117.23395,2017,320,46,0,,,,
2018-Site-06,46.6251833,-117.23395,2017,327,47,0,,,,
2018-Site-06,46.6251833,-117.23395,2017,334,48,0,,,,
2018-Site-06,46.6251833,-117.23395,2018,107,15,0,,,,
2018-Site-06,46.6251833,-117.23395,2018,114,16,0,,,,
2018-Site-06,46.6251833,-117.23395,2018,121,17,0,,,,
2018-Site-06,46.6251833,-117.23395,2018,128,18,0,,,,
2018-Site-06,46.6251833,-117.23395,2018,135,19,0,,,,
2018-Site-06,46.6251833,-117.23395,2018,142,20,0,,,,
2018-Site-06,46.6251833,-117.23395,2018,149,21,6,,,,
2018-Site-06,46.6251833,-117.23395,2018,156,22,5,,,,
2018-Site-06,46.6251833,-117.23395,2018,163,23,9,,,,
2018-Site-06,46.6251833,-117.23395,2018,170,24,14,,,,
2018-Site-06,46.6251833,-117.23395,2018,177,25,22,,,,
2018-Site-06,46.6251833,-117.23395,2018,184,26,31,,,,
2018-Site-06,46.6251833,-117.23395,2018,191,27,18,,,,
2018-Site-06,46.6251833,-117.23395,2018,198,28,7,,,,
2018-Site-06,46.6251833,-117.23395,2018,205,29,6,,,,
2018-Site-06,46.6251833,-117.23395,2018,212,30,0,,,,
2018-Site-05,46.6571833,-117.31465,2017,285,41,0,,,,
2018-Site-05,46.6571833,-117.31465,2017,292,42,0,,,,
2018-Site-05,46.6571833,-117.31465,2017,299,43,0,,,,
2018-Site-05,46.6571833,-117.31465,2017,306,44,0,,,,
2018-Site-05,46.6571833,-117.31465,2017,313,45,0,,,,
2018-Site-05,46.6571833,-117.31465,2017,320,46,0,,,,
2018-Site-05,46.6571833,-117.31465,2017,327,47,0,,,,
2018-Site-05,46.6571833,-117.31465,2017,334,48,0,,,,
2018-Site-05,46.6571833,-117.31465,2018,107,15,0,,,,
2018-Site-05,46.6571833,-117.31465,2018,114,16,0,,,,
2018-Site-05,46.6571833,-117.31465,2018,121,17,0,,,,
2018-Site-05,46.6571833,-117.31465,2018,128,18,0,,,,
2018-Site-05,46.6571833,-117.31465,2018,135,19,0,,,,
2018-Site-05,46.6571833,-117.31465,2018,142,20,0,,,,
2018-Site-05,46.6571833,-117.31465,2018,149,21,17,,,,
2018-Site-05,46.6571833,-117.31465,2018,156,22,8,,,,
2018-Site-05,46.6571833,-117.31465,2018,163,23,14,,,,
2018-Site-05,46.6571833,-117.31465,2018,170,24,13,,,,
2018-Site-05,46.6571833,-117.31465,2018,177,25,35,,,,
2018-Site-05,46.6571833,-117.31465,2018,184,26,19,,,,
2018-Site-05,46.6571833,-117.31465,2018,191,27,23,,,,
2018-Site-05,46.6571833,-117.31465,2018,198,28,19,,,,
2018-Site-05,46.6571833,-117.31465,2018,205,29,4,,,,
2018-Site-05,46.6571833,-117.31465,2018,212,30,0,,,,
2018-Site-04,47.07158,-117.32205,2017,285,41,0,,,,
2018-Site-04,47.07158,-117.32205,2017,292,42,0,,,,
2018-Site-04,47.07158,-117.32205,2017,299,43,0,,,,
2018-Site-04,47.07158,-117.32205,2017,306,44,0,,,,
2018-Site-04,47.07158,-117.32205,2017,313,45,0,,,,
2018-Site-04,47.07158,-117.32205,2017,320,46,0,,,,
2018-Site-04,47.07158,-117.32205,2017,327,47,0,,,,
2018-Site-04,47.07158,-117.32205,2017,334,48,0,,,,
2018-Site-04,47.07158,-117.32205,2018,107,15,0,,,,
2018-Site-04,47.07158,-117.32205,2018,114,16,0,,,,
2018-Site-04,47.07158,-117.32205,2018,121,17,0,,,,
2018-Site-04,47.07158,-117.32205,2018,128,18,1,,,,
2018-Site-04,47.07158,-117.32205,2018,135,19,2,,,,
2018-Site-04,47.07158,-117.32205,2018,142,20,6,,,,
2018-Site-04,47.07158,-117.32205,2018,149,21,36,,,,
2018-Site-04,47.07158,-117.32205,2018,156,22,5,,,,
2018-Site-04,47.07158,-117.32205,2018,163,23,8,,,,
2018-Site-04,47.07158,-117.32205,2018,170,24,55,,,,
2018-Site-04,47.07158,-117.32205,2018,177,25,67,,,,
2018-Site-04,47.07158,-117.32205,2018,184,26,35,,,,
2018-Site-04,47.07158,-117.32205,2018,191,27,31,,,,
2018-Site-04,47.07158,-117.32205,2018,198,28,0,,,,
2018-Site-04,47.07158,-117.32205,2018,205,29,7,,,,
2018-Site-04,47.07158,-117.32205,2018,212,30,0,,,,
2018-Site-03,46.514564,-116.82359,2017,285,41,0,,,,
2018-Site-03,46.514564,-116.82359,2017,292,42,0,,,,
2018-Site-03,46.514564,-116.82359,2017,299,43,1,,,,
2018-Site-03,46.514564,-116.82359,2017,306,44,0,,,,
2018-Site-03,46.514564,-116.82359,2017,313,45,0,,,,
2018-Site-03,46.514564,-116.82359,2017,320,46,0,,,,
2018-Site-03,46.514564,-116.82359,2017,327,47,0,,,,
2018-Site-03,46.514564,-116.82359,2017,334,48,0,,,,
2018-Site-03,46.514564,-116.82359,2018,107,15,0,,,,
2018-Site-03,46.514564,-116.82359,2018,114,16,0,,,,
2018-Site-03,46.514564,-116.82359,2018,121,17,0,,,,
2018-Site-03,46.514564,-116.82359,2018,128,18,7,,,,
2018-Site-03,46.514564,-116.82359,2018,135,19,4,,,,
2018-Site-03,46.514564,-116.82359,2018,142,20,4,,,,
2018-Site-03,46.514564,-116.82359,2018,149,21,3,,,,
2018-Site-03,46.514564,-116.82359,2018,156,22,8,,,,
2018-Site-03,46.514564,-116.82359,2018,163,23,7,,,,
2018-Site-03,46.514564,-116.82359,2018,170,24,7,,,,
2018-Site-03,46.514564,-116.82359,2018,177,25,38,,,,
2018-Site-03,46.514564,-116.82359,2018,184,26,39,,,,
2018-Site-03,46.514564,-116.82359,2018,191,27,22,,,,
2018-Site-03,46.514564,-116.82359,2018,198,28,22,,,,
2018-Site-03,46.514564,-116.82359,2018,205,29,3,,,,
2018-Site-03,46.514564,-116.82359,2018,212,30,0,,,,
2018-Site-02,46.58905,-116.946766,2017,285,41,0,,,,
2018-Site-02,46.58905,-116.946766,2017,292,42,0,,,,
2018-Site-02,46.58905,-116.946766,2017,299,43,0,,,,
2018-Site-02,46.58905,-116.946766,2017,306,44,0,,,,
2018-Site-02,46.58905,-116.946766,2017,313,45,0,,,,
2018-Site-02,46.58905,-116.946766,2017,320,46,0,,,,
2018-Site-02,46.58905,-116.946766,2017,327,47,0,,,,
